#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_003394665.1	PRJNA476470	SAMN09566562	QTDD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33059_S32		latest	Scaffold	Major	Full	2018/08/16	ASM339466v1	Emory Rollins School of Public Health	GCF_003394665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/665/GCA_003394665.1_ASM339466v1		
GCA_003394695.1	PRJNA476470	SAMN09566558	QTCZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33054_S28		latest	Contig	Major	Full	2018/08/16	ASM339469v1	Emory Rollins School of Public Health	GCF_003394695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/695/GCA_003394695.1_ASM339469v1		
GCA_003394725.1	PRJNA476470	SAMN09566557	QTCY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33053_S27		latest	Scaffold	Major	Full	2018/08/16	ASM339472v1	Emory Rollins School of Public Health	GCF_003394725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/725/GCA_003394725.1_ASM339472v1		
GCA_003394735.1	PRJNA476470	SAMN09566555	QTCW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33051_S25		latest	Scaffold	Major	Full	2018/08/16	ASM339473v1	Emory Rollins School of Public Health	GCF_003394735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/735/GCA_003394735.1_ASM339473v1		
GCA_003394765.1	PRJNA476470	SAMN09566545	QTCM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32863_S15		latest	Contig	Major	Full	2018/08/16	ASM339476v1	Emory Rollins School of Public Health	GCF_003394765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/765/GCA_003394765.1_ASM339476v1		
GCA_003394775.1	PRJNA476470	SAMN09566548	QTCP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32866_S18		latest	Contig	Major	Full	2018/08/16	ASM339477v1	Emory Rollins School of Public Health	GCF_003394775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/775/GCA_003394775.1_ASM339477v1		
GCA_003394805.1	PRJNA476470	SAMN09566543	QTCK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32861_S13		latest	Contig	Major	Full	2018/08/16	ASM339480v1	Emory Rollins School of Public Health	GCF_003394805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/805/GCA_003394805.1_ASM339480v1		
GCA_003394815.1	PRJNA476470	SAMN09566539	QTCG00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32857_S9		latest	Scaffold	Major	Full	2018/08/16	ASM339481v1	Emory Rollins School of Public Health	GCF_003394815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/815/GCA_003394815.1_ASM339481v1		
GCA_003394845.1	PRJNA476470	SAMN09566537	QTCE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32854_S6		latest	Contig	Major	Full	2018/08/16	ASM339484v1	Emory Rollins School of Public Health	GCF_003394845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/845/GCA_003394845.1_ASM339484v1		
GCA_003394855.1	PRJNA476470	SAMN09566538	QTCF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32856_S8		latest	Contig	Major	Full	2018/08/16	ASM339485v1	Emory Rollins School of Public Health	GCF_003394855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/855/GCA_003394855.1_ASM339485v1		
GCA_003394885.1	PRJNA476470	SAMN09566534	QTCB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32851_S3		latest	Contig	Major	Full	2018/08/16	ASM339488v1	Emory Rollins School of Public Health	GCF_003394885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/885/GCA_003394885.1_ASM339488v1		
GCA_003394905.1	PRJNA476470	SAMN09566535	QTCC00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32852_S4		latest	Scaffold	Major	Full	2018/08/16	ASM339490v1	Emory Rollins School of Public Health	GCF_003394905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/905/GCA_003394905.1_ASM339490v1		
GCA_003394915.1	PRJNA476470	SAMN09566532	QTBZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32849_S32		latest	Scaffold	Major	Full	2018/08/16	ASM339491v1	Emory Rollins School of Public Health	GCF_003394915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/915/GCA_003394915.1_ASM339491v1		
GCA_003394925.1	PRJNA476470	SAMN09566646	QTGI00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62105_S10		latest	Contig	Major	Full	2018/08/16	ASM339492v1	Emory Rollins School of Public Health	GCF_003394925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/925/GCA_003394925.1_ASM339492v1		
GCA_003394965.1	PRJNA476470	SAMN09566645	QTGH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62102_S30		latest	Contig	Major	Full	2018/08/16	ASM339496v1	Emory Rollins School of Public Health	GCF_003394965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/965/GCA_003394965.1_ASM339496v1		
GCA_003394985.1	PRJNA476470	SAMN09566642	QTGE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62097_S6		latest	Scaffold	Major	Full	2018/08/16	ASM339498v1	Emory Rollins School of Public Health	GCF_003394985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/985/GCA_003394985.1_ASM339498v1		
GCA_003394995.1	PRJNA476470	SAMN09566641	QTGD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62096_S5		latest	Scaffold	Major	Full	2018/08/16	ASM339499v1	Emory Rollins School of Public Health	GCF_003394995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/394/995/GCA_003394995.1_ASM339499v1		
GCA_003395025.1	PRJNA476470	SAMN09566639	QTGB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62092_S2		latest	Contig	Major	Full	2018/08/16	ASM339502v1	Emory Rollins School of Public Health	GCF_003395025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/025/GCA_003395025.1_ASM339502v1		
GCA_003395035.1	PRJNA476470	SAMN09566638	QTGA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62084_S1		latest	Scaffold	Major	Full	2018/08/16	ASM339503v1	Emory Rollins School of Public Health	GCF_003395035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/035/GCA_003395035.1_ASM339503v1		
GCA_003395065.1	PRJNA476470	SAMN09566637	QTFZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62074_S29		latest	Scaffold	Major	Full	2018/08/16	ASM339506v1	Emory Rollins School of Public Health	GCF_003395065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/065/GCA_003395065.1_ASM339506v1		
GCA_003395085.1	PRJNA476470	SAMN09566636	QTFY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62072_S31		latest	Contig	Major	Full	2018/08/16	ASM339508v1	Emory Rollins School of Public Health	GCF_003395085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/085/GCA_003395085.1_ASM339508v1		
GCA_003395095.1	PRJNA476470	SAMN09566635	QTFX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62071_S30		latest	Scaffold	Major	Full	2018/08/16	ASM339509v1	Emory Rollins School of Public Health	GCF_003395095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/095/GCA_003395095.1_ASM339509v1		
GCA_003395115.1	PRJNA476470	SAMN09566633	QTFV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62052_S13		latest	Contig	Major	Full	2018/08/16	ASM339511v1	Emory Rollins School of Public Health	GCF_003395115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/115/GCA_003395115.1_ASM339511v1		
GCA_003395145.1	PRJNA476470	SAMN09566632	QTFU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62049_S31		latest	Contig	Major	Full	2018/08/16	ASM339514v1	Emory Rollins School of Public Health	GCF_003395145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/145/GCA_003395145.1_ASM339514v1		
GCA_003395165.1	PRJNA476470	SAMN09566631	QTFT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62037_S12		latest	Scaffold	Major	Full	2018/08/16	ASM339516v1	Emory Rollins School of Public Health	GCF_003395165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/165/GCA_003395165.1_ASM339516v1		
GCA_003395175.1	PRJNA476470	SAMN09566630	QTFS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62034_S25		latest	Contig	Major	Full	2018/08/16	ASM339517v1	Emory Rollins School of Public Health	GCF_003395175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/175/GCA_003395175.1_ASM339517v1		
GCA_003395195.1	PRJNA476470	SAMN09566629	QTFR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62033_S11		latest	Contig	Major	Full	2018/08/16	ASM339519v1	Emory Rollins School of Public Health	GCF_003395195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/195/GCA_003395195.1_ASM339519v1		
GCA_003395225.1	PRJNA476470	SAMN09566628	QTFQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62032_S24		latest	Contig	Major	Full	2018/08/16	ASM339522v1	Emory Rollins School of Public Health	GCF_003395225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/225/GCA_003395225.1_ASM339522v1		
GCA_003395235.1	PRJNA476470	SAMN09566627	QTFP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62031_S10		latest	Scaffold	Major	Full	2018/08/16	ASM339523v1	Emory Rollins School of Public Health	GCF_003395235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/235/GCA_003395235.1_ASM339523v1		
GCA_003395265.1	PRJNA476470	SAMN09566625	QTFN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62026_S8		latest	Scaffold	Major	Full	2018/08/16	ASM339526v1	Emory Rollins School of Public Health	GCF_003395265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/265/GCA_003395265.1_ASM339526v1		
GCA_003395285.1	PRJNA476470	SAMN09566624	QTFM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62025_S22		latest	Scaffold	Major	Full	2018/08/16	ASM339528v1	Emory Rollins School of Public Health	GCF_003395285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/285/GCA_003395285.1_ASM339528v1		
GCA_003395305.1	PRJNA476470	SAMN09566622	QTFK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62021_S2		latest	Contig	Major	Full	2018/08/16	ASM339530v1	Emory Rollins School of Public Health	GCF_003395305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/305/GCA_003395305.1_ASM339530v1		
GCA_003395315.1	PRJNA476470	SAMN09566615	QTFE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62009_S27		latest	Scaffold	Major	Full	2018/08/16	ASM339531v1	Emory Rollins School of Public Health	GCF_003395315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/315/GCA_003395315.1_ASM339531v1		
GCA_003395345.1	PRJNA476470	SAMN09566614	QTFD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62001_S17		latest	Contig	Major	Full	2018/08/16	ASM339534v1	Emory Rollins School of Public Health	GCF_003395345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/345/GCA_003395345.1_ASM339534v1		
GCA_003395365.1	PRJNA476470	SAMN09566612	QTFB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33113_S17		latest	Scaffold	Major	Full	2018/08/16	ASM339536v1	Emory Rollins School of Public Health	GCF_003395365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/365/GCA_003395365.1_ASM339536v1		
GCA_003395375.1	PRJNA476470	SAMN09566611	QTFA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33112_S16		latest	Scaffold	Major	Full	2018/08/16	ASM339537v1	Emory Rollins School of Public Health	GCF_003395375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/375/GCA_003395375.1_ASM339537v1		
GCA_003395405.1	PRJNA476470	SAMN09566610	QTEZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33111_S15		latest	Scaffold	Major	Full	2018/08/16	ASM339540v1	Emory Rollins School of Public Health	GCF_003395405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/405/GCA_003395405.1_ASM339540v1		
GCA_003395425.1	PRJNA476470	SAMN09566607	QTEW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33108_S12		latest	Scaffold	Major	Full	2018/08/16	ASM339542v1	Emory Rollins School of Public Health	GCF_003395425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/425/GCA_003395425.1_ASM339542v1		
GCA_003395435.1	PRJNA476470	SAMN09566609	QTEY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33110_S14		latest	Scaffold	Major	Full	2018/08/16	ASM339543v1	Emory Rollins School of Public Health	GCF_003395435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/435/GCA_003395435.1_ASM339543v1		
GCA_003395445.1	PRJNA476470	SAMN09566605	QTEU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33106_S16		latest	Scaffold	Major	Full	2018/08/16	ASM339544v1	Emory Rollins School of Public Health	GCF_003395445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/445/GCA_003395445.1_ASM339544v1		
GCA_003395485.1	PRJNA476470	SAMN09566601	QTEQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33102_S12		latest	Scaffold	Major	Full	2018/08/16	ASM339548v1	Emory Rollins School of Public Health	GCF_003395485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/485/GCA_003395485.1_ASM339548v1		
GCA_003395495.1	PRJNA476470	SAMN09566600	QTEP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33101_S11		latest	Scaffold	Major	Full	2018/08/16	ASM339549v1	Emory Rollins School of Public Health	GCF_003395495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/495/GCA_003395495.1_ASM339549v1		
GCA_003395505.1	PRJNA476470	SAMN09566604	QTET00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33105_S15		latest	Scaffold	Major	Full	2018/08/16	ASM339550v1	Emory Rollins School of Public Health	GCF_003395505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/505/GCA_003395505.1_ASM339550v1		
GCA_003395515.1	PRJNA476470	SAMN09566603	QTES00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33104_S14		latest	Contig	Major	Full	2018/08/16	ASM339551v1	Emory Rollins School of Public Health	GCF_003395515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/515/GCA_003395515.1_ASM339551v1		
GCA_003395565.1	PRJNA476470	SAMN09566595	QTEK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33094_S4		latest	Contig	Major	Full	2018/08/16	ASM339556v1	Emory Rollins School of Public Health	GCF_003395565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/565/GCA_003395565.1_ASM339556v1		
GCA_003395575.1	PRJNA476470	SAMN09566599	QTEO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33100_S10		latest	Contig	Major	Full	2018/08/16	ASM339557v1	Emory Rollins School of Public Health	GCF_003395575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/575/GCA_003395575.1_ASM339557v1		
GCA_003395585.1	PRJNA476470	SAMN09566597	QTEM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33096_S5		latest	Scaffold	Major	Full	2018/08/16	ASM339558v1	Emory Rollins School of Public Health	GCF_003395585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/585/GCA_003395585.1_ASM339558v1		
GCA_003395625.1	PRJNA476470	SAMN09566596	QTEL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33095_S6		latest	Scaffold	Major	Full	2018/08/16	ASM339562v1	Emory Rollins School of Public Health	GCF_003395625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/625/GCA_003395625.1_ASM339562v1		
GCA_003395645.1	PRJNA476470	SAMN09566594	QTEJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33093_S3		latest	Scaffold	Major	Full	2018/08/16	ASM339564v1	Emory Rollins School of Public Health	GCF_003395645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/645/GCA_003395645.1_ASM339564v1		
GCA_003395665.1	PRJNA476470	SAMN09566588	QTED00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33087_S5		latest	Scaffold	Major	Full	2018/08/16	ASM339566v1	Emory Rollins School of Public Health	GCF_003395665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/665/GCA_003395665.1_ASM339566v1		
GCA_003395685.1	PRJNA476470	SAMN09566587	QTEC00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33086_S4		latest	Scaffold	Major	Full	2018/08/16	ASM339568v1	Emory Rollins School of Public Health	GCF_003395685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/685/GCA_003395685.1_ASM339568v1		
GCA_003395695.1	PRJNA476470	SAMN09566585	QTEA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33084_S2		latest	Scaffold	Major	Full	2018/08/16	ASM339569v1	Emory Rollins School of Public Health	GCF_003395695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/695/GCA_003395695.1_ASM339569v1		
GCA_003395725.1	PRJNA476470	SAMN09566582	QTDX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33081_S30		latest	Scaffold	Major	Full	2018/08/16	ASM339572v1	Emory Rollins School of Public Health	GCF_003395725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/725/GCA_003395725.1_ASM339572v1		
GCA_003395745.1	PRJNA476470	SAMN09566584	QTDZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33083_S1		latest	Scaffold	Major	Full	2018/08/16	ASM339574v1	Emory Rollins School of Public Health	GCF_003395745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/745/GCA_003395745.1_ASM339574v1		
GCA_003395755.1	PRJNA476470	SAMN09566581	QTDW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33080_S29		latest	Scaffold	Major	Full	2018/08/16	ASM339575v1	Emory Rollins School of Public Health	GCF_003395755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/755/GCA_003395755.1_ASM339575v1		
GCA_003395765.1	PRJNA476470	SAMN09566583	QTDY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33082_S31		latest	Scaffold	Major	Full	2018/08/16	ASM339576v1	Emory Rollins School of Public Health	GCF_003395765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/765/GCA_003395765.1_ASM339576v1		
GCA_003395805.1	PRJNA476470	SAMN09566577	QTDS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33076_S25		latest	Scaffold	Major	Full	2018/08/16	ASM339580v1	Emory Rollins School of Public Health	GCF_003395805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/805/GCA_003395805.1_ASM339580v1		
GCA_003395815.1	PRJNA476470	SAMN09566576	QTDR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33075_S24		latest	Contig	Major	Full	2018/08/16	ASM339581v1	Emory Rollins School of Public Health	GCF_003395815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/815/GCA_003395815.1_ASM339581v1		
GCA_003395825.1	PRJNA476470	SAMN09566580	QTDV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33079_S28		latest	Scaffold	Major	Full	2018/08/16	ASM339582v1	Emory Rollins School of Public Health	GCF_003395825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/825/GCA_003395825.1_ASM339582v1		
GCA_003395835.1	PRJNA476470	SAMN09566579	QTDU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33078_S27		latest	Scaffold	Major	Full	2018/08/16	ASM339583v1	Emory Rollins School of Public Health	GCF_003395835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/835/GCA_003395835.1_ASM339583v1		
GCA_003395885.1	PRJNA476470	SAMN09566575	QTDQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33073_S23		latest	Scaffold	Major	Full	2018/08/16	ASM339588v1	Emory Rollins School of Public Health	GCF_003395885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/885/GCA_003395885.1_ASM339588v1		
GCA_003395905.1	PRJNA476470	SAMN09566571	QTDM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33069_S19		latest	Scaffold	Major	Full	2018/08/16	ASM339590v1	Emory Rollins School of Public Health	GCF_003395905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/905/GCA_003395905.1_ASM339590v1		
GCA_003395925.1	PRJNA476470	SAMN09566567	QTDI00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33064_S15		latest	Scaffold	Major	Full	2018/08/16	ASM339592v1	Emory Rollins School of Public Health	GCF_003395925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/925/GCA_003395925.1_ASM339592v1		
GCA_003395945.1	PRJNA476470	SAMN09566573	QTDO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33071_S21		latest	Scaffold	Major	Full	2018/08/16	ASM339594v1	Emory Rollins School of Public Health	GCF_003395945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/945/GCA_003395945.1_ASM339594v1		
GCA_003395955.1	PRJNA476470	SAMN09566572	QTDN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33070_S20		latest	Scaffold	Major	Full	2018/08/16	ASM339595v1	Emory Rollins School of Public Health	GCF_003395955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/955/GCA_003395955.1_ASM339595v1		
GCA_003395985.1	PRJNA476470	SAMN09566566	QTDH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33063_S14		latest	Scaffold	Major	Full	2018/08/16	ASM339598v1	Emory Rollins School of Public Health	GCF_003395985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/985/GCA_003395985.1_ASM339598v1		
GCA_003395995.1	PRJNA476470	SAMN09566574	QTDP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33072_S22		latest	Scaffold	Major	Full	2018/08/16	ASM339599v1	Emory Rollins School of Public Health	GCF_003395995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/395/995/GCA_003395995.1_ASM339599v1		
GCA_003396035.1	PRJNA476470	SAMN09566564	QTDF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33061_S12		latest	Scaffold	Major	Full	2018/08/16	ASM339603v1	Emory Rollins School of Public Health	GCF_003396035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/035/GCA_003396035.1_ASM339603v1		
GCA_003396065.1	PRJNA476470	SAMN09566563	QTDE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33060_S11		latest	Contig	Major	Full	2018/08/16	ASM339606v1	Emory Rollins School of Public Health	GCF_003396065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/065/GCA_003396065.1_ASM339606v1		
GCA_003396075.1	PRJNA476470	SAMN09566561	QTDC00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33058_S31		latest	Scaffold	Major	Full	2018/08/16	ASM339607v1	Emory Rollins School of Public Health	GCF_003396075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/075/GCA_003396075.1_ASM339607v1		
GCA_003396085.1	PRJNA476470	SAMN09566559	QTDA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33055_S29		latest	Scaffold	Major	Full	2018/08/16	ASM339608v1	Emory Rollins School of Public Health	GCF_003396085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/085/GCA_003396085.1_ASM339608v1		
GCA_003396105.1	PRJNA476470	SAMN09566556	QTCX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33052_S26		latest	Contig	Major	Full	2018/08/16	ASM339610v1	Emory Rollins School of Public Health	GCF_003396105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/105/GCA_003396105.1_ASM339610v1		
GCA_003396145.1	PRJNA476470	SAMN09566553	QTCU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32871_S23		latest	Contig	Major	Full	2018/08/16	ASM339614v1	Emory Rollins School of Public Health	GCF_003396145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/145/GCA_003396145.1_ASM339614v1		
GCA_003396155.1	PRJNA476470	SAMN09566552	QTCT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32870_S22		latest	Scaffold	Major	Full	2018/08/16	ASM339615v1	Emory Rollins School of Public Health	GCF_003396155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/155/GCA_003396155.1_ASM339615v1		
GCA_003396165.1	PRJNA476470	SAMN09566554	QTCV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=33050_S24		latest	Scaffold	Major	Full	2018/08/16	ASM339616v1	Emory Rollins School of Public Health	GCF_003396165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/165/GCA_003396165.1_ASM339616v1		
GCA_003396205.1	PRJNA476470	SAMN09566550	QTCR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32868_S20		latest	Contig	Major	Full	2018/08/16	ASM339620v1	Emory Rollins School of Public Health	GCF_003396205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/205/GCA_003396205.1_ASM339620v1		
